web_browser,operating_sys,from_url,to_url,city,time_zone,time_in,time_out,longitude,latitude
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,apod.nasa.gov,SCaetano Do Sul,America/Sao_Paulo,2012-03-16 18:48:50.000,1970-01-16 09:58:43.068,-23.6,-46.5667
Mozilla/4.0 ,,direct,public.health.oregon.gov,Portland,America/Los_Angeles,2012-03-16 18:48:52.000,1970-01-16 07:45:04.393,45.547901,-122.501503
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,2012-03-16 18:48:51.000,1970-01-16 06:32:43.556,37.376202,-122.182602
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,2012-03-16 18:48:52.000,1970-01-16 06:32:43.556,37.376202,-122.182602
Mozilla/5.0 , Gecko/20120306 Firefox/3.6.28,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,2012-03-16 18:48:53.000,1970-01-16 06:32:43.556,37.376202,-122.182602
Mozilla/5.0 , Gecko/20100101 Firefox/9.0.1,direct,www.nysdot.gov,Savannah,America/New_York,2012-03-16 18:48:55.000,1970-01-16 06:32:43.556,31.997101,-80.9645
Mozilla/4.0 ,,direct,www.fmcsa.dot.gov,Bellows Falls,America/New_York,2012-03-16 18:48:56.000,1970-01-16 08:28:03.268,43.1731,-72.495697
Mozilla/5.0 , AppleWebKit/534.46 ,twitter.com,www.fda.gov,Cleveland,America/Chicago,2012-03-16 18:48:57.000,1970-01-16 09:58:36.302,30.365101,-95.067398
Mozilla/5.0 , AppleWebKit/534.46 ,twitter.com,nces.ed.gov,Syracuse,America/New_York,2012-03-16 18:48:58.000,1970-01-15 22:40:15.038,43.051399,-76.149498
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Surrey,America/Vancouver,2012-03-16 18:48:59.000,1970-01-16 09:58:42.854,49.136398,-122.821297
Mozilla/5.0 ,,www.facebook.com,www.drugabuse.gov,Denville,America/New_York,2012-03-16 18:49:01.000,1970-01-16 08:36:12.033,40.884102,-74.486298
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:49:01.000,1970-01-15 15:16:24.877,33.733299,130.733307
Mozilla/5.0 , AppleWebKit/534.52.7 ,t.co,www.ed.gov,West Palm Beach,America/New_York,2012-03-16 18:49:02.000,1970-01-16 09:58:21.450,26.719999,-80.070198
Mozilla/5.0 , AppleWebKit/535.11 ,hootsuite.com,www.kingcounty.gov,Federal Way,America/Los_Angeles,2012-03-16 18:49:01.000,1970-01-16 09:38:51.297,47.305801,-122.346001
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Beatrice,America/Chicago,2012-03-16 18:49:02.000,1970-01-16 06:32:43.556,40.255299,-96.7089
Mozilla/5.0 , Gecko/20120128 Firefox/3.6.26,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,2012-03-16 18:49:03.000,1970-01-16 06:32:43.556,37.376202,-122.182602
Mozilla/5.0 , Gecko/20120128 Firefox/3.6.26,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,2012-03-16 18:49:04.000,1970-01-16 06:32:43.556,37.376202,-122.182602
Mozilla/5.0 , AppleWebKit ,m.facebook.com,www.nasa.gov,New Haven,America/New_York,2012-03-16 18:49:05.000,1970-01-16 09:58:42.854,41.3111,-72.924103
Mozilla/4.0 ,,www.facebook.com,www.whitehouse.gov,Los Angeles,America/Los_Angeles,2012-03-16 18:49:04.000,1970-01-16 09:57:04.318,34.041599,-118.298798
Mozilla/5.0 , AppleWebKit/534.46 ,twitter.com,www.nasa.gov,Wyoming,America/New_York,2012-03-16 18:49:07.000,1970-01-16 09:58:24.598,42.8988,-85.705902
Mozilla/5.0 , Gecko/20100101 Firefox/11.0,www.facebook.com,www.nasa.gov,Fitchburg,America/New_York,2012-03-16 18:49:08.000,1970-01-16 09:58:42.854,42.590801,-71.805496
Mozilla/5.0 , Gecko/20100101 Firefox/4.0.1,direct,www.whitehouse.gov,Lorton,America/New_York,2012-03-16 18:49:08.000,1970-01-16 09:57:36.527,38.691101,-77.206001
Mozilla/4.0 ,,t.co,agriculture.house.gov,Raymond,America/Chicago,2012-03-16 18:49:09.000,1970-01-16 09:58:42.127,39.3144,-89.613503
Mozilla/5.0 , Gecko/20120216 Firefox/3.6.27,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,2012-03-16 18:49:09.000,1970-01-16 06:32:43.556,37.376202,-122.182602
Mozilla/5.0 , Gecko/20100101 Firefox/8.0.1,t.co,www.fda.gov,Richardson,America/Chicago,2012-03-16 18:49:10.000,1970-01-16 09:58:36.302,32.972198,-96.737602
Mozilla/5.0 , AppleWebKit/534.46 ,direct,agriculture.house.gov,Middletown,America/Chicago,2012-03-16 18:49:12.000,1970-01-16 09:58:42.127,40.0989,-89.548798
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Stafford,America/New_York,2012-03-16 18:49:13.000,1970-01-16 09:58:42.854,38.433601,-77.388702
Mozilla/5.0 , Gecko/20100101 Firefox/4.0.1,direct,www.whitehouse.gov,Lorton,America/New_York,2012-03-16 18:49:14.000,1970-01-16 09:57:36.527,38.691101,-77.206001
Mozilla/5.0 , AppleWebKit/534.50.2 ,direct,www.nysdot.gov,Alameda,America/Los_Angeles,2012-03-16 18:49:13.000,1970-01-16 06:32:43.556,37.773499,-122.278801
Mozilla/5.0 , AppleWebKit/534.52.7 ,t.co,www.fda.gov,Cincinnati,America/New_York,2012-03-16 18:49:15.000,1970-01-16 09:58:36.302,39.163898,-84.451599
Mozilla/5.0 , Gecko/20110420 Firefox/3.6.17,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,2012-03-16 18:49:15.000,1970-01-15 12:49:29.846,34.010399,-84.623901
Mozilla/5.0 , AppleWebKit/535.7 ,hootsuite.com,www.whitehouse.gov,Washington,America/New_York,2012-03-16 18:49:18.000,1970-01-16 09:58:41.659,38.8932,-77.049004
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Burgas,Europe/Sofia,2012-03-16 18:49:18.000,1970-01-16 09:58:42.854,42.5,27.4667
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Acworth,America/New_York,2012-03-16 18:49:19.000,1970-01-16 06:32:43.556,34.026402,-84.699799
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:49:22.000,1970-01-15 19:45:20.522,33.733299,130.733307
Mozilla/5.0 , Gecko/20100101 Firefox/4.0,www.facebook.com,www.nasa.gov,Rome,Europe/Rome,2012-03-16 18:49:24.000,1970-01-16 09:58:42.854,41.900002,12.4833
Mozilla/4.0 ,,direct,toxtown.nlm.nih.gov,Marietta,America/New_York,2012-03-16 18:49:26.000,1970-01-15 12:49:29.846,33.953201,-84.5177
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Bogot,America/Bogota,2012-03-16 18:49:25.000,1970-01-16 09:58:42.854,4.6,-74.083298
Mozilla/5.0 , AppleWebKit/533.1 ,t.co,www.wv.gov,Fremont,America/New_York,2012-03-16 18:49:26.000,1970-01-16 09:58:21.414,41.359798,-83.125504
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Cairo,Africa/Cairo,2012-03-16 18:49:30.000,1970-01-16 09:58:42.854,30.049999,31.25
Mozilla/5.0 , AppleWebKit/533.1 ,direct,www.cbo.gov,Vero Beach,America/New_York,2012-03-16 18:49:33.000,1970-01-16 09:54:24.992,27.658701,-80.460999
Mozilla/5.0 , AppleWebKit ,m.facebook.com,apps.mhf.dod.mil,Federal Way,America/Los_Angeles,2012-03-16 18:49:34.000,1970-01-16 09:58:31.347,47.305801,-122.346001
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:49:35.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,San Jose,America/Los_Angeles,2012-03-16 18:49:36.000,1970-01-16 06:32:43.556,37.2183,-121.753899
Mozilla/4.0 ,,direct,public.health.oregon.gov,Portland,America/Los_Angeles,2012-03-16 18:49:37.000,1970-01-16 07:45:04.393,45.547901,-122.501503
Mozilla/5.0 , Gecko/20111212 Firefox/3.6.25,direct,www.nysdot.gov,Philadelphia,America/New_York,2012-03-16 18:49:36.000,1970-01-16 06:32:43.556,39.996799,-75.148499
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:49:47.000,1970-01-15 19:45:20.668,33.733299,130.733307
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:49:48.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/5.0 , AppleWebKit/533.17.9 ,direct,www.nysdot.gov,Richland,America/New_York,2012-03-16 18:49:50.000,1970-01-16 06:32:43.556,32.094501,-84.657997
Mozilla/5.0 , AppleWebKit/534.24 ,www.facebook.com,www.nasa.gov,Bristow,America/New_York,2012-03-16 18:49:53.000,1970-01-16 09:58:25.829,38.740501,-77.562103
Mozilla/4.0 ,,www.facebook.com,www.nd.gov,West Fargo,America/Chicago,2012-03-16 18:49:54.000,1970-01-16 09:58:29.754,46.891399,-96.929398
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.langleynewmedia.com,www.wsdot.wa.gov,Saint Petersburg,America/New_York,2012-03-16 18:49:57.000,1970-01-15 18:49:46.370,27.817801,-82.677299
Mozilla/5.0 ,,www.aashtojournal.org,thomas.loc.gov,Milford,America/New_York,2012-03-16 18:49:59.000,1970-01-16 06:54:19.236,39.165901,-84.229599
Mozilla/5.0 , Gecko/20120306 Firefox/3.6.28,direct,www.nysdot.gov,Surprise,America/Phoenix,2012-03-16 18:49:58.000,1970-01-16 06:32:43.556,33.6096,-112.377296
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,t.co,healthfinder.gov,Cuyahoga Falls,America/New_York,2012-03-16 18:49:58.000,1970-01-16 09:52:35.522,41.148201,-81.473602
Mozilla/5.0 ,,t.co,www.kingcounty.gov,Seattle,America/Los_Angeles,2012-03-16 18:50:01.000,1970-01-16 09:38:51.297,47.5951,-122.332603
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,t.co,apod.nasa.gov,Brasa,America/Sao_Paulo,2012-03-16 18:50:04.000,1970-01-16 09:58:43.068,-15.7833,-47.916698
Mozilla/5.0 , AppleWebKit/534.53.11 ,www.facebook.com,www.stpaul.gov,Saint Paul,America/Chicago,2012-03-16 18:50:04.000,1970-01-16 09:58:37.119,44.935799,-93.163101
Mozilla/5.0 , AppleWebKit/534.46 ,direct,www.nasa.gov,Hilden,Europe/Berlin,2012-03-16 18:50:02.000,1970-01-15 14:05:16.355,51.166698,6.9333
Mozilla/4.0 ,,direct,www.fda.gov,Paramus,America/New_York,2012-03-16 18:50:05.000,1970-01-16 01:28:18.479,40.9445,-74.07
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Nova Gorica,Europe/Ljubljana,2012-03-16 18:50:07.000,1970-01-16 09:58:42.854,45.961399,13.6436
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:50:07.000,1970-01-15 19:45:20.840,33.733299,130.733307
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Copenhagen,Europe/Copenhagen,2012-03-16 18:50:09.000,1970-01-16 09:58:42.854,55.666698,12.5833
Mozilla/5.0 , Gecko/20091102 Firefox/3.5.5 ,www.facebook.com,www.cdcr.ca.gov,Lady Lake,America/New_York,2012-03-16 18:50:09.000,1970-01-15 10:46:00.950,28.931801,-81.954102
Mozilla/5.0 ,,www.aashtojournal.org,hdl.loc.gov,Washington,America/New_York,2012-03-16 18:50:10.000,1970-01-16 09:48:32.605,38.909698,-77.023102
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,apod.nasa.gov,Mexico,America/Mexico_City,2012-03-16 18:50:20.000,1970-01-16 09:52:10.604,19.4342,-99.138603
Mozilla/5.0 , AppleWebKit/534.46 ,twitter.com,www.nasa.gov,Tampere,Europe/Helsinki,2012-03-16 18:50:21.000,1970-01-16 09:54:30.810,61.5,23.75
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Bad,Europe/Bucharest,2012-03-16 18:50:21.000,1970-01-16 09:58:42.854,46.233299,27.6667
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:50:23.000,1970-01-15 19:45:21.054,33.733299,130.733307
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.barackobama.com,www.whitehouse.gov,Skokie,America/Chicago,2012-03-16 18:50:23.000,1970-01-16 09:56:54.239,42.0382,-87.7285
Mozilla/5.0 , AppleWebKit/534.46 ,direct,www.michigan.gov,Findlay,America/New_York,2012-03-16 18:50:25.000,1970-01-16 09:58:21.086,41.022099,-83.678902
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Allentown,America/New_York,2012-03-16 18:50:26.000,1970-01-16 06:32:43.556,40.567799,-75.482803
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,Carlsbad,America/Los_Angeles,2012-03-16 18:50:26.000,1970-01-16 06:32:43.556,33.115799,-117.287003
Mozilla/4.0 ,,www.aashtojournal.org,thomas.loc.gov,Ames,America/Chicago,2012-03-16 18:50:28.000,1970-01-16 09:57:37.862,42.065701,-93.692802
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:50:28.000,1970-01-15 17:47:52.411,42.286499,-71.714699
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:50:28.000,1970-01-15 17:47:52.506,42.286499,-71.714699
Mozilla/4.0 ,,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,2012-03-16 18:50:28.000,1970-01-15 12:49:29.846,34.010399,-84.623901
Mozilla/5.0 ,,direct,dnr.wi.gov,Luxemburg,America/Chicago,2012-03-16 18:50:29.000,1970-01-16 09:58:42.814,44.5634,-87.711403
Mozilla/5.0 , Gecko/20120216 Firefox/3.6.27,direct,www2.ed.gov,Columbus,America/New_York,2012-03-16 18:50:31.000,1970-01-16 04:01:27.713,40.0532,-83.022003
Mozilla/4.0 ,,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,2012-03-16 18:50:36.000,1970-01-15 12:49:29.846,34.010399,-84.623901
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Glen Rose,America/Chicago,2012-03-16 18:50:38.000,1970-01-16 09:58:42.854,32.199001,-97.793404
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,Hallandale,America/New_York,2012-03-16 18:50:36.000,1970-01-16 06:32:43.556,25.9863,-80.151802
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:50:38.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/5.0 , AppleWebKit/534.46 ,twitter.com,www.nasa.gov,Birmingham,Europe/London,2012-03-16 18:50:41.000,1970-01-16 09:58:28.247,52.466702,-1.9167
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:50:44.000,1970-01-15 19:45:21.245,33.733299,130.733307
Mozilla/5.0 , Gecko/20100101 Firefox/11.0,plus.url.google.com,www.nasa.gov,Denver,America/Denver,2012-03-16 18:50:44.000,1970-01-16 09:58:42.854,39.743698,-104.979301
Mozilla/5.0 , AppleWebKit/534.46 ,direct,www.fda.gov,Z,Europe/Zurich,2012-03-16 18:50:46.000,1970-01-16 09:58:36.302,47.366699,8.55
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.navy.mil,Gorham,America/New_York,2012-03-16 18:50:46.000,1970-01-16 09:58:34.164,43.722401,-70.462196
Mozilla/4.0 ,,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,2012-03-16 18:50:47.000,1970-01-15 12:49:29.846,34.010399,-84.623901
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Fort Collins,America/Denver,2012-03-16 18:50:47.000,1970-01-16 06:32:43.556,40.561001,-105.053596
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Cary,America/New_York,2012-03-16 18:50:49.000,1970-01-15 17:47:52.506,35.805901,-78.799698
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Cary,America/New_York,2012-03-16 18:50:50.000,1970-01-15 17:47:52.411,35.805901,-78.799698
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,Carlsbad,America/Los_Angeles,2012-03-16 18:50:50.000,1970-01-16 06:32:43.556,33.115799,-117.287003
Mozilla/5.0 , Gecko/20100101 Firefox/9.0.1,t.co,www.ankenyiowa.gov,Columbus,America/New_York,2012-03-16 18:50:52.000,1970-01-16 09:58:40.510,39.996799,-82.988197
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:50:53.000,1970-01-15 17:47:52.506,42.286499,-71.714699
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:50:53.000,1970-01-15 17:47:52.411,42.286499,-71.714699
Mozilla/5.0 , AppleWebKit/534.46 ,twitter.com,www.house.gov,Powder Springs,America/New_York,2012-03-16 18:50:54.000,1970-01-16 09:57:28.086,33.882,-84.7062
Mozilla/4.0 ,,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,2012-03-16 18:50:54.000,1970-01-15 12:49:29.846,34.010399,-84.623901
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nasa.gov,Belo Horizonte,America/Sao_Paulo,2012-03-16 18:50:55.000,1970-01-16 09:58:38.414,-19.9167,-43.9333
Mozilla/5.0 , AppleWebKit/534.53.11 ,t.co,www.ncbi.nlm.nih.gov,Plano,America/Chicago,2012-03-16 18:50:57.000,1970-01-16 09:51:44.506,33.055901,-96.731102
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Castuera,Europe/Madrid,2012-03-16 18:50:56.000,1970-01-16 09:58:42.854,38.716702,-5.55
Mozilla/5.0 , AppleWebKit/534.46 ,direct,homeland.house.gov,Las Vegas,America/Los_Angeles,2012-03-16 18:50:57.000,1970-01-16 09:58:38.961,36.168701,-115.284103
Opera/9.80 , Presto/2.10.229 Version/11.61,www.facebook.com,www.nasa.gov,Gaziantep,Asia/Istanbul,2012-03-16 18:50:58.000,1970-01-16 09:58:42.854,37.059399,37.3825
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:50:59.000,1970-01-15 17:47:52.506,42.286499,-71.714699
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:50:59.000,1970-01-15 17:47:52.411,42.286499,-71.714699
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:51:01.000,1970-01-15 19:45:21.357,33.733299,130.733307
Mozilla/5.0 , AppleWebKit/533.17.9 ,direct,www.nysdot.gov,Richland,America/New_York,2012-03-16 18:51:02.000,1970-01-16 06:32:43.556,32.094501,-84.657997
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nps.gov,Clinton,America/New_York,2012-03-16 18:51:04.000,1970-01-16 09:58:42.588,43.036098,-75.381699
Mozilla/5.0 , AppleWebKit/534.53.11 ,www.barackobama.com,www.whitehouse.gov,Chicago,America/Chicago,2012-03-16 18:51:09.000,1970-01-16 09:56:54.239,41.8876,-87.636803
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:51:10.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/5.0 , AppleWebKit/534.30 ,www.facebook.com,www.nasa.gov,Poway,America/Los_Angeles,2012-03-16 18:51:11.000,1970-01-16 09:58:28.247,32.977402,-117.023201
Mozilla/4.0 ,,direct,www.whitehouse.gov,Washington,America/New_York,2012-03-16 18:51:11.000,1970-01-16 08:53:36.902,38.9007,-77.043098
Mozilla/5.0 ,,direct,www.cdcr.ca.gov,Pittsburg,America/Los_Angeles,2012-03-16 18:51:15.000,1970-01-15 10:46:00.950,38.0051,-121.838699
Mozilla/5.0 , AppleWebKit/534.46 ,twitter.com,www.nasa.gov,Truro,Europe/London,2012-03-16 18:51:13.000,1970-01-16 09:58:28.247,50.2617,-5.0433
Mozilla/5.0 , Gecko/20100101 Firefox/5.0,t.co,www.whitehouse.gov,Berkeley,America/Los_Angeles,2012-03-16 18:51:15.000,1970-01-16 09:58:41.659,37.878399,-122.2603
Mozilla/5.0 , AppleWebKit/534.46 ,direct,www.usace.army.mil,Ajax,America/Rainy_River,2012-03-16 18:51:16.000,1970-01-16 09:58:43.855,43.849998,-79.016701
Mozilla/5.0 ,,selco.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:51:16.000,1970-01-15 17:47:52.506,42.286499,-71.714699
Mozilla/5.0 ,,selco.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:51:16.000,1970-01-15 17:47:52.411,42.286499,-71.714699
Mozilla/4.0 ,,direct,publications.usa.gov,Douglasville,America/New_York,2012-03-16 18:51:17.000,1970-01-16 05:27:03.478,33.663799,-84.733101
Mozilla/5.0 , AppleWebKit/533.1 ,t.co,www.nasa.gov,Fredericksburg,America/New_York,2012-03-16 18:51:18.000,1970-01-16 09:58:28.247,38.302299,-77.484703
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:51:19.000,1970-01-15 19:45:21.477,33.733299,130.733307
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Bergenfield,America/New_York,2012-03-16 18:51:19.000,1970-01-16 06:32:43.556,40.923302,-73.998398
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:51:17.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/4.0 ,,direct,answers.usa.gov,Pittsburgh,America/New_York,2012-03-16 18:51:18.000,1970-01-16 08:27:57.025,40.453098,-79.929398
Mozilla/5.0 ,,t.co,www.nasa.gov,West Jefferson,America/New_York,2012-03-16 18:51:20.000,1970-01-16 09:58:28.247,36.354599,-81.472801
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,Concord,America/Los_Angeles,2012-03-16 18:51:20.000,1970-01-16 06:32:43.556,37.979698,-122.0056
Mozilla/5.0 , AppleWebKit/534.51.22 ,t.co,apod.nasa.gov,Mexico,America/Mexico_City,2012-03-16 18:51:20.000,1970-01-16 09:52:10.604,19.4342,-99.138603
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.drugabuse.gov,Pompano Beach,America/New_York,2012-03-16 18:51:22.000,1970-01-16 08:36:12.033,26.2528,-80.176903
Mozilla/5.0 , AppleWebKit/533.17.9 ,direct,www.nysdot.gov,Richland,America/New_York,2012-03-16 18:51:23.000,1970-01-16 06:32:43.556,32.094501,-84.657997
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Hanover,Europe/Berlin,2012-03-16 18:51:24.000,1970-01-16 09:58:42.854,52.366699,9.7167
Mozilla/5.0 , AppleWebKit/535.11 ,www.google.com,www.fda.gov,Port Chester,America/New_York,2012-03-16 18:51:24.000,1970-01-16 09:06:54.775,41.023201,-73.679497
Mozilla/5.0 , AppleWebKit/535.11 ,direct,plano.gov,Chapel Hill,America/New_York,2012-03-16 18:51:24.000,1970-01-16 09:52:59.434,36.052502,-79.107697
Mozilla/4.0 ,,t.co,boxer.senate.gov,Washington,America/New_York,2012-03-16 18:51:26.000,1970-01-16 09:58:39.941,38.9007,-77.043098
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Gainesville,America/New_York,2012-03-16 18:51:26.000,1970-01-16 06:32:43.556,29.7598,-82.280899
Mozilla/4.0 ,,www.sltrib.com,elections.utah.gov,Salt Lake City,America/Denver,2012-03-16 18:51:27.000,1970-01-16 09:54:47.030,40.7561,-111.900703
Mozilla/5.0 , Gecko/20100101 Firefox/11.0,direct,www.nasa.gov,Tokyo,Asia/Tokyo,2012-03-16 18:51:27.000,1970-01-16 09:54:30.810,35.685001,139.751404
Mozilla/5.0 , AppleWebKit/534.46 ,twitter.com,radar.weather.gov,Waterbury,America/New_York,2012-03-16 18:51:30.000,1970-01-15 10:22:55.140,41.558498,-73.033096
Mozilla/5.0 , AppleWebKit/534.46 ,direct,radar.weather.gov,Waterbury,America/New_York,2012-03-16 18:51:30.000,1970-01-15 10:22:55.140,41.558498,-73.033096
Mozilla/5.0 , AppleWebKit/534.46 ,direct,www.fda.gov,Cleveland,America/Chicago,2012-03-16 18:51:35.000,1970-01-16 09:58:36.302,30.365101,-95.067398
Mozilla/5.0 , Gecko/20110420 Firefox/3.6.17,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,2012-03-16 18:51:36.000,1970-01-15 12:49:29.846,34.010399,-84.623901
Mozilla/5.0 ,,direct,www.bls.gov,Mississauga,America/Rainy_River,2012-03-16 18:51:37.000,1970-01-15 15:33:58.741,43.150002,-79.5
Mozilla/4.0 ,,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,2012-03-16 18:51:41.000,1970-01-15 19:45:21.581,33.733299,130.733307
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:51:43.000,1970-01-15 17:47:52.411,42.286499,-71.714699
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:51:43.000,1970-01-15 17:47:52.506,42.286499,-71.714699
Mozilla/4.0 ,,direct,www.cnic.navy.mil,Newport News,America/New_York,2012-03-16 18:51:47.000,1970-01-16 06:44:01.999,37.0863,-76.491402
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:51:47.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,plus.url.google.com,www.nasa.gov,Milan,Europe/Rome,2012-03-16 18:51:50.000,1970-01-16 09:58:25.829,45.466702,9.2
Mozilla/5.0 , AppleWebKit/535.11 ,bl162w.blu162.mail.live.com,www.nysenate.gov,Eastchester,America/New_York,2012-03-16 18:51:55.000,1970-01-16 09:58:30.417,40.9529,-73.809303
Mozilla/5.0 , AppleWebKit/535.7 ,direct,www.doe.virginia.gov,Norfolk,America/New_York,2012-03-16 18:51:54.000,1970-01-16 09:24:18.568,36.886101,-76.2668
Mozilla/5.0 , AppleWebKit/535.11 ,plus.url.google.com,www.nasa.gov,Denver,America/Denver,2012-03-16 18:51:56.000,1970-01-16 09:58:42.854,39.762001,-104.9132
